ttl,bg,max_hp,init_skill,init_luck,init_food,theme
1211,normal,"While listening to the sound of the gas station pumps, I recall the fierce battle from earlier. Leaving a place where I once found peace requires more energy than imagined. I threw away the empty juice can and started riding again. \n\nガソリンスタンドの給油機の音を聞きながら、先ほどまでの激闘を思い出す。\n一度安らぎを得た場所から離れるのは、想像以上にエネルギーを必要とする。\n僕はジュースの空き缶を捨て、再び走り出した。","Proceed again(再び進む)→10",,,,,bgm_peace.mp3,img/bgi_road.png,hp-1
13,normal,"Before I knew it, the scenery had changed to peaceful countryside. Traffic decreased, and I was lost in thought while pedaling leisurely. However, that carelessness became my undoing. When I came to my senses, I was brilliantly lost. Dammit, where on earth am I? Fields stretched as far as the eye could see, and looking back, I saw a horizon I’d never seen before. Small paths intersected complexly like a grid, disappearing into the distant shadows of mountains. Not a single house was in sight, and the only thing I could hear was the sound of the wind. I didn't have time to be moved; I had to find Kevin's house quickly. It was past 2:30 PM, and the sun had hidden behind clouds before I knew it, leaving no trace of the bright sunlight from earlier. \n\n風景はいつしかのどかな田園地帯へと変わっていた。\n車の通りも少なくなり、僕はゆったりと漕ぎながら物思いに耽っていた。\nところが、その油断が仇となった。\nふと我に返ると、僕は見事に道に迷っていた。\nやっちまった、ここは一体どこだ。\n見渡す限りの田畑が広がり、後を振り返れば初めて見るような地平線が見える。\n碁盤の目のように小道が複雑に交差しており、それらは遥か彼方の山影へと消えている。\n辺りには民家一軒見当たらず、聞こえてくるのは風の音だけだ。\n感動している暇はない、早く足立和彦さんの家を見つけなければならない。\n14時半を過ぎ、太陽はいつの間にか雲に隠れ、さっきまでの明るい日差しは見る影もなくなっていた。","Search the surroundings(周囲を探る)→14,Go back to the gas station(ガソリンスタンドへもどる)→1311",,,,,bgm_lost.mp3,img/bgi_field.png,
1311,normal,"In the middle of the endless rice fields, I try desperately to remember the way I came. However, circling the same spot in a daze drains physical strength severely. Trusting my intuition, I started riding recklessly again. \n\nどこまでも続く田んぼの中で、来た道を必死に思い出そうとする。\nしかし、迷いの中で同じ場所をぐるぐると回ることは、体力を激しく消耗させる。\n僕は自分の直感を信じ、再び闇雲に走り出した。","Proceed again(再び進む)→12",,,,,bgm_lost.mp3,img/bgi_field.png,hp-1
14,normal,"I saw a human figure on the road over there. A person! I lifted my hips and pedaled recklessly to get closer to the figure. It was a farmer wearing a hat with a towel around his neck. I was about to ask something, but the moment I received his casual glance, I passed right by. That’s right, no need to rush. For those who live here, this is an everyday town, and they don't get lost. Tomorrow is a holiday anyway, and this is a contiguous land. I started whistling lightheartedly again and kept riding for about thirty minutes. And finally, I reached the 'City of Stone,' surrounded by fences with blooming flowers. There were about three hundred houses of identical shape lined up in an orderly fashion, presenting a mysterious sight. \n\n見ると、向こう側の道に人影が見えた。\n人だ！僕は腰を浮かせ、がむしゃらにペダルを漕いでその人影に近づいた。\n帽子を被り、手拭いを首に掛けた農家の人だった。\n何か聞こうとしたが、その人の何気ない視線を受けた瞬間、僕はそのまま通り過ぎてしまった。\nそうだ、焦る必要はない。\nここに住んでいる人にとってはここは日常の町であり、道に迷うこともないのだ。\nどうせ明日も休みだし、ここは地続きの国なのだ。\n僕は再び気楽に口笛を吹き始め、三十分ほど走り続けた。\nそしてついに、花の咲き乱れる柵に囲まれた「石の都」に辿り着いた。\nそこには三百軒ほどもあろうかという同じ形の家々が整然と並び、不思議な光景が広がっていた。","To Kevin's house(足立の家へ)→15,Go back to the lost path(迷った道へもどる)→1411",,,,,bgm_lost.mp3,img/bgi_town.png,hp-1
1411,normal,"I recall the wordless encounter with the farmer and regret not asking anything. However, regret only makes my legs heavier. Taking responsibility for my decision, I proceeded deeper into the City of Stone. \n\n農家の方との無言のすれ違いを思い出し、何か聞けばよかったと後悔する。\nしかし、後悔は足を重くするだけだ。\n僕は自分の決断に責任を持ち、石の都の奥深くへと進んでいった。","Proceed again(再び進む)→13",,,,,bgm_lost.mp3,img/bgi_field.png,hp-1
15,normal,"The landscape of the City of Stone is such that identical houses are lined up, so a first-timer might get lost if not careful. Relying on the address I heard at the ward office, I checked the nameplates one by one. And finally, I found the house engraved with the target name 'Adams.' The exterior was exactly the same as the surrounding houses, but a slightly ill-looking, poorly maintained car was parked in the driveway. Though the curtains were tightly closed, there was a sense of someone being inside. I felt my throat go dry with tension as I walked with heavy steps to the entrance. I am about to deliver the feelings entrusted by a child from 30 years ago. With my fingertips trembling, I pushed the intercom button hard. \n\n石の都の風景は、似た形の家が並んでいるので、初めて訪れた身としては、気をつけないと迷ってしまいそうだ。\n僕は区役所で聞いた住所を頼りに、一軒一軒表札を確認しながら進んだ。\nそしてついに、目的の「足立」という名が刻まれた家を見つけ出した。\n外観は周囲の家と寸分違わず同じだが、駐車場には少し人相の悪い、手入れの行き届いていない車が置かれていた。\nカーテンは固く閉ざされているものの、中に誰かがいる気配はある。\n僕は緊張で喉が渇くのを感じながら、重い足取りで玄関まで歩み寄った。\n30年前の子供が託した想いを、今から僕は届けるのだ。\n指先を震わせながら、僕はインターホンのボタンを強く押し込んだ。","Press the intercom(インターホンを押す)→16,Go back to the entrance of the city(入口へもどる)→1511",,,,,bgm_mystic.mp3,img/bgi_door.png,
1511,normal,"I stop in front of the orderly houses and dare to turn back to the entrance. However, considering the long journey to get here, it would be equal to betraying myself. I suppressed my trembling hands and headed back to Kevin's house. \n\n整然と並ぶ家々の前で立ち止まり、あえて入り口まで引き返そうとする。\nしかし、ここまでの長い道のりを思えば、それは自分への裏切りに等しい。\n僕は震える手を抑え、再び足立の家へと向かった。","Go to the house again(再び向かう)→14",,,,,bgm_mystic.mp3,img/bgi_town.png,hp-1
16,normal,"I rang the chime and waited for a while, but there was no reply. I pressed the button again. Eventually, heavy footsteps were heard from inside, and the door opened slowly. Standing there was a tall, grumpy-looking man who looked much older than his actual age, with no trace of the 'Kevin Adams' I had imagined. His voice was low and intimidating as he said, 'Yes, what is it?' Upon seeing me, the man spat out, 'What are you? Stop with the pranks. Go away already,' and slammed the door violently without waiting for my words. I stood there dazed, but I couldn't back down here. My obsession after riding 50km wasn't that cheap. \n\nチャイムを鳴らしてしばらく待ったが、返事はない。\n僕はもう一度ボタンを押した。\nやがて内側から重い足音が聞こえ、ドアがゆっくりと開いた。\nそこに立っていたのは、僕が想像していたような「足立和彦君」の面影など全くない、実年齢よりもだいぶ老けた印象の、背の高い不機嫌そうな男だった。\n「はい、何でしょう」という声は低く、威圧的だ。\n男は僕を見るなり「何だお前は、イタズラはやめろ。\n早く行け」と吐き捨てるように言い、僕の言葉を待たずにドアを乱暴に閉めてしまった。\n僕は唖然としてその場に立ち尽くしたが、ここで引き下がるわけにはいかない。\n５０キロを走ってきた僕の執念は、そんなに安くないのだ。","Press again(もう一度押す)→17,Go back outside the gate(門の外へもどる)→1611",,,,,bgm_none.mp3,img/bgi_door.png,
1611,normal,"In front of the closed door, I'm about to doubt my own enthusiasm. I feel tempted to return outside the gate and escape from this place, but that is just useless resistance that drains physical strength. I stood in front of the entrance again. \n\n閉ざされたドアの前で、かつての自分自身の熱意を疑いそうになる。\n門の外へ戻り、この場から逃げ出したい誘惑に駆られるが、それは体力を削るだけの無駄な抵抗だ。\n僕は再び玄関の前に立った。","To the entrance again(再び玄関へ)→15",,,,,bgm_none.mp3,img/bgi_door.png,hp-1
17,normal,"I kept pressing the intercom a third time. The door opened again, and the man appeared, scratching his hair. 'You're noisy! What do you want? I'm working! I'll call the police!' The man's roar echoed through the residential area. Without flinching, I pulled that important envelope from my backpack and thrust it before the man's eyes. 'A time capsule! I came to deliver this! It's a letter from you 30 years ago! Don't you remember!' The man just said coldly, 'Oh, really,' and tried to close the door again. I shouted into the gap. 'Mr.Adams! This has nothing to do with me, but this letter should be important to you!' Still, nothing could be heard from inside the house anymore. \n\n僕は三度インターホンを押し続けた。\n再びドアが開き、男が髪をかきむしりながら姿を現した。\n「うるさいんだよお前は！何の用だ、俺は仕事中なんだよ！警察を呼ぶぞ！」\n男の怒号が住宅街に響き渡る。\n僕はひるまずに、バックパックからあの大切な封書を取り出し、男の目の前に突きつけた。\n「あ、タイムカプセル！これを届けに来ました！30年前のあなたからの手紙なんです！覚えてないんですか！」\n男は「あっそ」とだけ冷たく言い放ち、またしてもドアを閉めようとした。\n僕はその隙間に向かって叫んだ。\n「足立さん！僕には全く関係ないことだけど、この手紙はあなたにとって大事なもののはずです！」\nそれでも家の中からは何も聞こえてこなくなった。","Keep shouting(叫び続ける)→18,Go back to rejection(拒絶にもどる)→1711",,,,,bgm_none.mp3,img/bgi_door.png,
1711,normal,"The man's abuse remains in my ears, severely draining my heart. The weakness of wanting to return to the moment of the first rejection takes away my vitality. I took a deep breath, endured the pain in my throat, and prepared to shout again. \n\n男の罵声が耳に残り、心が激しく消耗する。\n一度目の拒絶の瞬間に戻ってしまいたいという弱気が、僕の活力を奪っていく。\n僕は深呼吸をし、喉の痛みを堪えて再び叫ぶ準備をした。","Pull myself together(気を取り直す)→16",,,,,bgm_none.mp3,img/bgi_door.png,hp-1
18,normal,"'Kevin!' I dared to call him with a suffix usually used for boys. Then, perhaps reacting to those words, the door opened slowly. I didn't miss that slight gap and slid the letter onto the entrance floor. The door slammed shut with a loud bang again, but I couldn't leave that place. There was no reaction, but I sat on my bike outside and waited to see if something would happen. The sky became increasingly dark, the exhilaration of the daytime adventure vanished somewhere, and I felt a cold anxiety crawling up from my feet again. How much time passed? Suddenly the front door opened, and Kevin came out. Finding me, he leaned quietly against the wall, saying, 'Are you still here?' \n\n「足立君！」\n僕はあえて彼を君付けで呼んだ。\nすると、その言葉に反応したのか、ゆっくりとドアが開いた。\n僕はそのわずかな隙間を見逃さず、手紙を玄関の床へと滑り込ませた。\nドアは再びバタンと大きな音を立てて閉ざされたが、僕はその場を去ることができなかった。\n何にも反応はなかったが、僕は外で自分の自転車に腰掛け、何かが起きるのをじっと待ってみた。\n空はますます暗くなり、昼間の冒険の高揚感はどこかへ消え、冷たい不安が再び足元から這い上がってくるのを感じた。\nそれからどれほどの時間が経っただろうか。\n不意に玄関のドアが開き、足立が外へ出てきた。\n彼は僕の姿を見つけると、「まだ居たのか君は」と言いながら、塀に静かに寄り掛かった。","Listen to him(話を聞く)→19,Return to silence(沈黙にもどる)→1811",,,,,bgm_none.mp3,img/bgi_house.png,
1811,normal,"In the City of Stone where the sun is setting, I'm about to be crushed by silence. The previous period of silence felt like eternity, and each time I return, my heart wears down. I stared at Kevin leaning against the wall and gathered courage to wait for his words. \n\n日が暮れていく石の都で、静寂に押しつぶされそうになる。\n先ほどの沈黙の時間が永遠のように感じられ、戻るたびに心臓が磨り減る。\n僕は塀に寄りかかる足立を見つめ、勇気を出して言葉を待った。","Pull myself together(気を取り直す)→17",,,,,bgm_none.mp3,img/bgi_house.png,hp-1
19,normal,"Kevin was staring at the letter written by his 30-year-old self in his hand. I walked up beside him and peeked at the letter from the side. A part of the letter was shining and slightly swollen. I didn't know if that was from his tears or from the passage of time. 'Right around your age, the season was about like this too, I wrote this before graduating from elementary school.' Kevin began to talk in a calm tone, as if his earlier roughness was a lie. I replied, 'I just graduated yesterday too.' He continued, tracing the letter with his finger. 'I was more anxious than most people. But you know, it wasn't the junior high life I was anxious about. I was anxious about what *I* would become. I didn't want to forget fresh feelings like the ones you have now.' \n\n足立は手元にある30年前の自分が書いた手紙を見つめていた。\n僕は彼の隣へ歩み寄り、その手紙を横から覗き込んでみた。\n手紙の一部がわずかに光ってふやけている。\nそれが彼の涙なのか、それとも時間の経過によるものなのかはわからなかった。\n「ちょうど君ぐらいのころ、季節も今ぐらいかな、小学校を卒業する前に書いたんだ。」\n足立は、先ほどまでの荒々しさが嘘のように穏やかな口調で語り始めた。\n僕は「僕も昨日卒業したばかりなんですよ」と答えた。\n彼は手紙をなぞるようにしながら続けた。\n「僕は人一倍不安でたまらなくてね。\nでもね、不安なのは中学校の生活じゃなかったんだ。\n『自分が』どうなるのかが不安だったわけだ。\n今の君みたいな新鮮な気持ちを忘れたくなくてね。」","Look at Kevin(足立を見る)→20,Wait again(待ちなおす)→1911",,,,,bgm_piano.mp3,img/bgi_man.png,
1911,normal,"Listening to Kevin's monologue, I imagine his past loneliness. I try to step back and observe his situation again, but that is an act that heartlessly shaves mental stamina. I stayed by his side and carved those words into my heart. \n\n足立の独白を聞きながら、かつての彼の孤独を想像する。\n一歩引いて、再び彼の様子を伺おうとするが、それは精神的なスタミナを無情に削る行為だ。\n僕は彼の隣に居続け、その言葉を胸に刻んだ。","Pull myself together(気を取り直す)→18",,,,,bgm_piano.mp3,img/bgi_man.png,hp-1
20,normal,"'Before I knew it, my eyes had become so clouded...' Kevin laughed self-deprecatingly and stared at his fingertips. I reflexively replied, 'No, I think you'll be fine now.' He looked at the poor handwriting in the letter and said nostalgically, yet proudly, 'I couldn't write such clumsy characters now. They're so bad you'd have to practice to write that way. But back then, I could write them without thinking. I'll never be able to write such clumsy sentences again. But this was my handwriting, and these were my sentences.' To the adult Kevin, that clumsy handwriting was a proof of himself more valuable than any masterpiece. I was deeply moved by his words and expressed my honest feelings: 'You say good things.' \n\n「気が付いたらこんなに目が濁っちまって……。」\n足立は自嘲気味に笑い、自分の指先を見つめた。\n僕は思わず「いや、もう大丈夫だと思いますよ」と言葉を返した。\n彼は手紙の拙い筆跡を見て、「こんな下手な字、今じゃ書けないね。\n練習しなきゃ書けないような下手くそな字だ。\nでもあの頃は、何も考えなくても書けた。\nこんな下手な文、二度と書けない。\nでもこれが僕の字だし、これが僕の文だったんだ」と、どこか懐かしそうに、そして誇らしそうに語った。\n大人の足立にとって、その下手くそな字は、どんな名文よりも価値のある自分自身の証明だったのだ。\n僕は彼の言葉に深い感銘を受け、「いい事言いますね」と率直な気持ちを伝えた。","Continue the conversation(会話を続ける)→21,Return to the narration(語りにもどる)→2011",,,,,bgm_piano.mp3,img/bgi_man.png,
2011,normal,"Overwhelmed by the weight of time contained in the letter, I find myself replaying the conversation from just now. Each time I return to past words, my vitality is lost bit by bit. I looked ahead and waited for Kevin's next words. \n\n手紙に込められた時間の重みに圧倒され、つい先ほどまでの会話を反芻してしまう。\n過去の言葉に戻るたびに、今の僕の気力が少しずつ失われていく。\n僕は前を見据え、足立の次の言葉を待った。","Pull myself together(気を取り直す)→19",,,,,bgm_piano.mp3,img/bgi_man.png,hp-1
21,normal,"'You should try writing one too.' Kevin tucked the letter away and said quietly while looking into my eyes. His gaze was no longer that of an adult chasing away a suspicious person, but had changed to the gentle gaze of someone looking at a boy the same age as his former self. I answered energetically, 'I'll try writing it as soon as I get home.' Then he frowned slightly and interrupted me. 'Wrong.' I tilted my head. He grinned and added. 'It’s not 'I'll try writing it,' it’s 'I'll write it.'' He was asking for an equal answer as a human being moving toward the future with the same anxieties, removing the wall of polite language. Realizing his true intent, I laughed a bit shyly. \n\n「君も、書いてみるといい。」\n足立は手紙をしまい、僕の目を見て静かに言った。\nその視線はもう、不審者を追い払う大人のものではなく、かつての自分と同じ年頃の少年を見る優しいものに変わっていた。\n僕は「早速帰ったら書いてみます」と元気よく答えた。\nすると彼は少しだけ眉をひそめ、「違うね」と僕の言葉を遮った。\n僕は「は？」と首を傾げた。\n彼はニヤリと笑ってこう付け加えた。\n「『書いてみます』じゃないよ、『書いてみるよ』だろう。」\n敬語という壁を取り払い、同じ不安を抱えて未来へ進む一人の人間としての対等な返事を、彼は求めていたのだ。\n僕はその真意を悟り、少し照れくさそうに笑った。","Exchange a promise(約束を交わす)→22,Return to dialogue(対話にもどる)→2111",,,,,bgm_peace.mp3,img/bgi_man.png,
2111,normal,"While feeling a mysterious bond with Kevin, I repeat the current dialogue in my mind once more. However, continuing to stand still takes away my vitality. I made up my mind to stand on the same linguistic horizon as him. \n\n足立との不思議な絆を感じながら、今の対話をもう一度心の中で繰り返す。\nしかし、立ち止まり続けることは今の僕の活力を奪う。\n僕は意を決して、彼と同じ言葉の地平に立とうと決めた。","Pull myself together(気を取り直す)→20",,,,,bgm_peace.mp3,img/bgi_man.png,hp-1
22,normal,"'...Yeah, I get it. I'll write it!' When I said it that way, Kevin nodded with satisfaction and brought a cold bottle of juice from inside the house to hand to me. 'Now, once you drink that, go quickly. Get home before it gets dark.' Receiving the juice, I said goodbye to him and stepped on the bike pedals. On the way back, the sky was still covered with thick clouds, but my heart had become surprisingly light. Meeting Mr. Adams felt like it changed the unidentifiable anxiety within me into a slightly more tangible 'task for myself.' I am no longer just a boy fearing a bleak junior high life. I am an adventurer with a new mission: to turn these hot feelings of this moment into words and leave them for the future. \n\n「……うん、分かった。書いてみるよ！」\n僕がそう言い直すと、足立は満足そうに頷き、家の中から冷たいペットボトルのジュースを持ってきて僕に手渡した。\n「さあ、それを飲んだら早く行け。暗くなる前に帰るんだぞ。」\n僕はジュースを受け取ると、彼に別れを告げて自転車のペダルをした。帰り道、空は相変わらず厚い雲に覆われていたが、僕の心は驚くほど軽くなっていた。足立さんとの出会いは、僕の中にあった正体不明の不安を、少しだけ形のある「自分への課題」に変えてくれたような気がした。僕はもう、見通しの暗い中学校生活を恐れるだけの少年ではない。今この瞬間の、この熱い気持ちを文字にして未来へ残すという、新しい任務を抱えた冒険者なのだ。","Take a breather(一息つく)→221,Go back to Kevin's house(足立の家へもどる)→2211",,,,,bgm_peace.mp3,img/bgi_sky.png,food+1
221,normal,"Finishing the juice he gave me, strength returns to my parched body. Each time the cold liquid passes through my throat, Kevin's words feel like they permeate my heart once more. I put the empty juice can in my backpack and pedaled back toward home. \n\nもらったジュースを飲み干すと、乾いた身体に力が戻る。\n冷たい液体が喉を通るたび、足立さんの言葉が改めて胸に染み渡る気がした。\n僕はジュースの空き缶をバックパックに入れ、再び家路へとペダルを漕ぎ出した。","Hurry home(家路を急ぐ)→23",,,,,bgm_peace.mp3,img/bgi_sky.png,!eat
2211,normal,"With each rotation of the bike pedals, the scenery of Kevin's house recedes. I feel tempted to turn back, but that would only waste energy for ending the adventure. I faced forward and started running. \n\n自転車のペダルを一漕ぎするたびに、足立の家の風景が遠ざかる。\n後ろ髪を引かれる思いで引き返そうとするが、それは冒険を終わらせるためのエネルギーを浪費するだけだ。\n僕は前を向き、走り出した。","Proceed again(再び進む)→21",,,,,bgm_peace.mp3,img/bgi_sky.png,hp-1
23,battle,"On the way back, the final and greatest trial awaited me. The sky was dark, and the wind grew colder. The 'despair toward the future' lurking in my heart appeared again as a giant black shadow. Inner voices like 'Adult Kevin was that tired, too' and 'Your eyes will get clouded like that, too' blocked my way. However, I won't stop anymore. I have what Kevin taught me through the letter, and the promise I made with him. I gripped the handlebars powerfully and stood up against this final shadow to carve out my own future. This is the trial for me to graduate from being a 'child' and take a step toward being an 'adult.' \n\n帰り道、最後にして最大の試練が僕を待ち受けていた。\n空は暗く、風は冷たさを増していく。\n僕の心の中に潜んでいた「未来への絶望」が、巨大な黒い影となって再び姿を現したのだ。\n「大人の足立もあんなに疲れていたじゃないか」「お前もあんな風に目が濁るんだ」という内なる声が、僕の行く手を阻む。\nしかし、僕はもう立ち止まらない。\n足立さんが手紙を通じて僕に教えてくれたこと、そして僕が彼と交わした約束が、今の僕にはある。\n僕はハンドルを力強く握りしめ、自分の未来を自分で切り拓くために、この最後の影へと立ち向かった。\nこれは僕が「子供」を卒業し、「大人」への一歩を踏み出すための試練なのだ。","Break through the shadow(影を打ち破る)",Despair for the Future 未来への絶望,8,7,24,bgm_battle.mp3,img/bgi_battle2.png,
24,normal,"After a fierce battle within my heart, I finally shook off my own shadow. I realized the pedals that were so heavy are now turning surprisingly light. It became time for the sun to set, but there was no sunset, and the sky remained cloudy as ever. ...However, in a corner of that sky, I felt like a faint light was leaking through. No, it must be shining. Surely. \n\n激しい心の中の戦いの末、僕はついに自分自身の影を振り払った。\n気がつくと、あんなに重かったペダルが驚くほど軽快に回っている。\n日が沈む時刻になったが、夕焼けはなく、相変わらず空は曇ったままだった。\n\n･・・しかし、そんな空の片隅で、かすかに日の光が漏れているような気がした。\n\nいや、必ず光っているだろう。\n\n必ず。","The End(おわり)→25",,,,,bgm_happy.mp3,img/bgi_last.png,
25,end,"『TIME CAPSULE』\n\nI have no time to hang out with brats like you. \nI have no time to play with you. \n\nI have no leisure to gaze at the sunset. \nI have no reason to help you. \n\nIt's creepy to laugh with you. \nI'm fed up with dealing with kids.\n\nA filthy letter from somewhere, making a sunken heart jump and dance.\nRemember the days, the days of being a boy.\n\nA letter of hope from the past, written by my old self to myself.\n\nAre you well? \nAre you doing well? \n\nDo you remember me?\n\n\nガキなんぞに付き合ってる暇はない\nお前らと遊んでる暇はない\n\n夕陽を眺める余裕などない\nお前を助ける理由もない\n\nお前と笑うのは気味が悪い\nガキの相手をするのはうんざりだ\n\n\nどこからか来た 薄汚い手紙 沈んだ心 湧き躍らせて\n\n思い出せ日々 少年の日々\n\n過去から来た 希望の手紙 昔の僕が 自分に書いた\n\nお前 元気か 元気でいるか 俺の事 覚えているか\n\n\n©1993,2026 Factory Digital Entertainment","The End(おわり)",,,,,bgm_timecapsule.mp3,img/bgi_fin.png,
